City,Date,AQI_Bucket
Jaipur,2019-06-26,Moderate
Chennai,2019-04-06,Moderate
Jorapokhar,2019-08-08,Moderate
Patna,2016-06-25,Satisfactory
Brajrajnagar,2020-04-13,Moderate
Visakhapatnam,2017-04-04,Moderate
Amritsar,2019-06-16,Moderate
Guwahati,2020-04-23,Good
Visakhapatnam,2017-11-25,Moderate
Kochi,2020-01-28,Moderate
Bengaluru,2018-10-11,Moderate
Delhi,2015-10-17,Very Poor
Chennai,2019-05-14,Moderate
Lucknow,2017-02-13,Very Poor
Delhi,2017-10-02,Moderate
Patna,2016-12-05,Very Poor
Hyderabad,2016-06-08,Moderate
Lucknow,2016-01-28,Very Poor
Bhopal,2020-04-26,Moderate
Kolkata,2020-04-19,Satisfactory
Jaipur,2019-06-06,Moderate
Hyderabad,2017-12-21,Moderate
Guwahati,2019-05-09,Satisfactory
Hyderabad,2017-10-08,Satisfactory
Amritsar,2017-05-24,Satisfactory
Delhi,2017-12-23,Poor
Patna,2017-01-03,Severe
Chennai,2017-10-01,Satisfactory
Ahmedabad,2019-05-25,Severe
Thiruvananthapuram,2018-06-21,Satisfactory
Talcher,2018-02-27,Very Poor
Hyderabad,2017-07-17,Satisfactory
Chennai,2015-04-05,Very Poor
Bhopal,2020-05-15,Moderate
Thiruvananthapuram,2018-11-16,Moderate
Thiruvananthapuram,2018-10-12,Satisfactory
Patna,2018-04-28,Moderate
Hyderabad,2015-08-11,Satisfactory
Amritsar,2020-01-26,Moderate
Coimbatore,2019-10-03,Satisfactory
Chandigarh,2020-02-23,Satisfactory
Shillong,2020-06-09,Good
Ahmedabad,2018-10-18,Severe
Delhi,2019-12-21,Severe
Delhi,2019-08-21,Moderate
Thiruvananthapuram,2019-01-04,Moderate
Mumbai,2020-04-07,Satisfactory
Amaravati,2019-05-01,Satisfactory
Guwahati,2020-01-20,Poor
Hyderabad,2015-11-18,Moderate
Jaipur,2020-01-17,Satisfactory
Gurugram,2018-08-25,Satisfactory
Visakhapatnam,2018-12-30,Moderate
Delhi,2016-12-19,Severe
Bhopal,2020-06-11,Satisfactory
Delhi,2015-04-11,Very Poor
Visakhapatnam,2016-10-07,Satisfactory
Brajrajnagar,2019-03-26,Poor
Coimbatore,2020-02-29,Satisfactory
Jaipur,2018-12-04,Moderate
Visakhapatnam,2020-05-13,Good
Patna,2018-08-30,Moderate
Bengaluru,2015-06-19,Satisfactory
Thiruvananthapuram,2017-09-26,Satisfactory
Kolkata,2018-09-21,Satisfactory
Chennai,2016-04-23,Moderate
Hyderabad,2020-01-23,Moderate
Visakhapatnam,2019-01-12,Poor
Chandigarh,2020-05-01,Satisfactory
Ahmedabad,2015-03-29,Very Poor
Chennai,2019-04-15,Satisfactory
Guwahati,2019-03-16,Very Poor
Delhi,2018-02-16,Poor
Jorapokhar,2017-12-21,Moderate
Bhopal,2020-06-05,Satisfactory
Hyderabad,2020-04-03,Satisfactory
Jaipur,2018-05-06,Moderate
Jaipur,2018-03-09,Satisfactory
Visakhapatnam,2019-03-31,Moderate
Lucknow,2017-07-20,Satisfactory
Kolkata,2020-04-04,Moderate
Visakhapatnam,2019-12-20,Moderate
Patna,2019-11-28,Severe
Bengaluru,2017-09-02,Moderate
Ahmedabad,2019-05-20,Severe
Kolkata,2019-09-09,Good
Hyderabad,2017-03-23,Moderate
Bengaluru,2019-09-18,Satisfactory
Mumbai,2018-12-17,Moderate
Ahmedabad,2016-08-14,Poor
Amritsar,2019-12-28,Moderate
Mumbai,2018-06-20,Satisfactory
Jaipur,2019-10-02,Satisfactory
Ahmedabad,2018-07-15,Severe
Bengaluru,2018-01-12,Moderate
Amaravati,2018-06-04,Moderate
Guwahati,2019-06-25,Satisfactory
Amritsar,2019-07-09,Satisfactory
Gurugram,2018-03-30,Moderate
Chennai,2018-05-16,Satisfactory
Chennai,2017-12-03,Satisfactory
Thiruvananthapuram,2018-09-20,Satisfactory
Bengaluru,2019-12-13,Satisfactory
Coimbatore,2020-02-09,Satisfactory
Mumbai,2020-03-14,Moderate
Amaravati,2019-12-03,Satisfactory
Bengaluru,2019-12-18,Satisfactory
Patna,2019-05-29,Moderate
Chennai,2018-04-14,Satisfactory
Coimbatore,2020-02-03,Satisfactory
Chandigarh,2020-03-08,Satisfactory
Jaipur,2018-10-21,Moderate
Visakhapatnam,2018-04-02,Satisfactory
Jaipur,2017-11-09,Poor
Brajrajnagar,2020-04-11,Poor
Brajrajnagar,2018-05-06,Moderate
Brajrajnagar,2018-11-04,Moderate
Coimbatore,2019-10-15,Moderate
Chennai,2017-02-13,Satisfactory
Guwahati,2020-05-01,Good
Ahmedabad,2016-07-24,Moderate
Patna,2018-04-25,Very Poor
Gurugram,2017-03-27,Satisfactory
Thiruvananthapuram,2020-05-07,Satisfactory
Patna,2019-05-26,Moderate
Chennai,2016-08-11,Moderate
Ahmedabad,2020-01-15,Moderate
Thiruvananthapuram,2018-10-25,Satisfactory
Chennai,2019-06-20,Satisfactory
Thiruvananthapuram,2017-11-20,Satisfactory
Lucknow,2019-06-29,Poor
Bengaluru,2018-02-04,Satisfactory
Guwahati,2019-03-01,Moderate
Amaravati,2019-03-16,Moderate
Lucknow,2019-08-07,Satisfactory
Mumbai,2020-04-26,Satisfactory
Bhopal,2020-06-17,Satisfactory
Lucknow,2020-06-21,Satisfactory
Hyderabad,2017-12-17,Moderate
Ahmedabad,2020-01-11,Moderate
Chennai,2016-01-14,Poor
Bengaluru,2015-11-08,Satisfactory
Patna,2016-08-24,Moderate
Bengaluru,2016-01-13,Moderate
Jorapokhar,2020-02-06,Moderate
Lucknow,2017-02-03,Very Poor
Lucknow,2018-01-19,Severe
Hyderabad,2017-11-09,Satisfactory
Bengaluru,2017-10-11,Satisfactory
Guwahati,2019-10-09,Good
Hyderabad,2017-01-12,Poor
Amritsar,2019-04-07,Moderate
Amaravati,2020-02-02,Good
Lucknow,2017-11-08,Severe
Hyderabad,2016-03-24,Moderate
Brajrajnagar,2018-08-27,Satisfactory
Thiruvananthapuram,2017-09-21,Satisfactory
Gurugram,2019-09-19,Satisfactory
Bengaluru,2020-06-30,Satisfactory
Lucknow,2016-12-15,Very Poor
Chennai,2018-08-04,Satisfactory
Lucknow,2016-10-09,Satisfactory
Coimbatore,2020-05-05,Satisfactory
Bengaluru,2019-10-08,Satisfactory
Gurugram,2018-12-02,Moderate
Amritsar,2019-12-15,Satisfactory
Thiruvananthapuram,2020-02-03,Satisfactory
Brajrajnagar,2020-03-30,Moderate
Jaipur,2019-02-06,Moderate
Thiruvananthapuram,2019-07-25,Satisfactory
Visakhapatnam,2020-07-01,Good
Lucknow,2019-04-13,Poor
Amritsar,2018-10-09,Moderate
Lucknow,2018-09-17,Moderate
Chennai,2015-09-18,Moderate
Bengaluru,2016-02-05,Moderate
Amaravati,2018-09-09,Satisfactory
Delhi,2015-07-25,Moderate
Delhi,2015-12-10,Very Poor
Bengaluru,2015-10-23,Moderate
Gurugram,2016-05-11,Satisfactory
Delhi,2019-04-20,Moderate
Visakhapatnam,2019-07-21,Satisfactory
Bengaluru,2020-02-17,Satisfactory
Bengaluru,2016-08-30,Satisfactory
Thiruvananthapuram,2020-05-17,Satisfactory
Gurugram,2017-11-11,Severe
Hyderabad,2016-11-15,Moderate
Delhi,2017-10-07,Moderate
Patna,2016-06-23,Moderate
Delhi,2017-05-02,Very Poor
Chennai,2015-08-14,Moderate
Jaipur,2019-04-06,Moderate
Hyderabad,2016-07-05,Poor
Patna,2018-05-04,Moderate
Guwahati,2020-03-18,Poor
Amritsar,2017-08-13,Poor
Hyderabad,2016-07-12,Severe
Chennai,2017-02-02,Satisfactory
Chennai,2017-04-24,Moderate
Gurugram,2017-11-24,Very Poor
Gurugram,2016-07-15,Satisfactory
Jorapokhar,2018-01-11,Moderate
Bengaluru,2018-03-06,Satisfactory
Bengaluru,2019-09-01,Satisfactory
Chennai,2017-01-23,Moderate
Brajrajnagar,2019-02-28,Moderate
Gurugram,2016-07-20,Satisfactory
Ahmedabad,2020-01-17,Very Poor
Gurugram,2019-12-10,Very Poor
Bengaluru,2019-10-06,Satisfactory
Delhi,2016-12-03,Severe
Thiruvananthapuram,2017-08-12,Satisfactory
Talcher,2018-07-13,Moderate
Amritsar,2018-06-05,Moderate
Thiruvananthapuram,2018-11-20,Satisfactory
Lucknow,2017-05-24,Very Poor
Jorapokhar,2019-12-02,Moderate
Mumbai,2020-06-19,Satisfactory
Lucknow,2018-04-08,Moderate
Amaravati,2020-05-19,Satisfactory
Jaipur,2018-11-24,Moderate
Jaipur,2018-10-15,Moderate
Brajrajnagar,2019-12-25,Poor
Amaravati,2018-09-21,Satisfactory
Kolkata,2019-08-12,Satisfactory
Delhi,2015-11-15,Very Poor
Lucknow,2017-08-09,Satisfactory
Brajrajnagar,2018-06-30,Moderate
Chennai,2015-08-29,Moderate
Lucknow,2020-06-16,Satisfactory
Delhi,2018-05-19,Poor
Chennai,2020-03-29,Satisfactory
Chennai,2018-08-08,Satisfactory
Chennai,2019-01-05,Moderate
Delhi,2019-11-18,Poor
Coimbatore,2019-08-08,Satisfactory
Delhi,2020-05-08,Moderate
Chennai,2018-04-02,Satisfactory
Amritsar,2018-03-01,Moderate
Delhi,2020-01-23,Poor
Visakhapatnam,2016-12-17,Moderate
Visakhapatnam,2018-09-22,Satisfactory
Hyderabad,2019-09-21,Satisfactory
Brajrajnagar,2019-10-25,Moderate
Chennai,2016-07-11,Moderate
Visakhapatnam,2018-05-18,Satisfactory
Thiruvananthapuram,2018-09-28,Satisfactory
Amaravati,2019-07-21,Good
Jaipur,2019-05-23,Satisfactory
Jorapokhar,2020-06-27,Poor
Jorapokhar,2018-08-25,Moderate
Jaipur,2018-01-04,Poor
Bengaluru,2017-11-17,Satisfactory
Brajrajnagar,2019-05-16,Moderate
Ahmedabad,2019-04-10,Severe
Amaravati,2018-09-19,Satisfactory
Thiruvananthapuram,2019-04-26,Satisfactory
Coimbatore,2019-11-16,Satisfactory
Amritsar,2020-05-14,Satisfactory
Chennai,2016-01-09,Moderate
Amritsar,2018-06-13,Poor
Hyderabad,2018-03-09,Moderate
Chennai,2016-10-04,Satisfactory
Gurugram,2018-07-15,Satisfactory
Delhi,2015-03-18,Moderate
Bengaluru,2018-05-29,Satisfactory
Lucknow,2020-01-18,Moderate
Delhi,2016-07-11,Moderate
Jaipur,2019-05-29,Moderate
Delhi,2016-02-01,Very Poor
Delhi,2017-10-24,Very Poor
Jaipur,2020-06-07,Satisfactory
Amaravati,2019-02-14,Moderate
Bengaluru,2018-11-08,Moderate
Lucknow,2017-03-30,Very Poor
Gurugram,2019-09-03,Moderate
Amritsar,2019-03-22,Satisfactory
Coimbatore,2020-01-10,Satisfactory
Thiruvananthapuram,2019-10-22,Satisfactory
Bengaluru,2015-05-22,Moderate
Jaipur,2018-09-26,Moderate
Visakhapatnam,2018-09-30,Moderate
Patna,2019-03-20,Poor
Delhi,2015-06-09,Severe
Delhi,2018-09-02,Moderate
Brajrajnagar,2018-03-25,Poor
Brajrajnagar,2019-05-07,Moderate
Delhi,2019-07-03,Moderate
Jaipur,2017-08-16,Moderate
Lucknow,2018-10-01,Moderate
Lucknow,2017-06-05,Very Poor
Amritsar,2017-03-20,Moderate
Talcher,2018-09-23,Good
Delhi,2015-11-06,Poor
Kolkata,2018-10-13,Satisfactory
Bengaluru,2015-09-02,Good
Visakhapatnam,2019-03-19,Satisfactory
Delhi,2019-08-06,Satisfactory
Bhopal,2020-03-27,Satisfactory
Kolkata,2019-03-22,Satisfactory
Ahmedabad,2019-10-13,Severe
Bengaluru,2018-02-02,Moderate
Visakhapatnam,2020-06-02,Good
Patna,2019-11-08,Very Poor
Talcher,2019-07-24,Satisfactory
Patna,2015-11-10,Very Poor
Hyderabad,2017-09-07,Satisfactory
Bengaluru,2018-03-15,Satisfactory
Delhi,2017-10-03,Moderate
Amritsar,2017-04-02,Good
Bengaluru,2016-10-08,Satisfactory
Ahmedabad,2019-09-08,Severe
Gurugram,2020-05-25,Moderate
Bengaluru,2019-01-27,Moderate
Visakhapatnam,2018-07-27,Moderate
Visakhapatnam,2017-11-13,Moderate
Thiruvananthapuram,2018-01-04,Moderate
Bhopal,2020-05-08,Moderate
Hyderabad,2018-03-18,Satisfactory
Delhi,2015-08-13,Poor
Mumbai,2019-07-16,Satisfactory
Bengaluru,2015-07-26,Good
Visakhapatnam,2019-08-20,Moderate
Guwahati,2019-06-27,Good
Amaravati,2018-04-07,Satisfactory
Jorapokhar,2018-11-05,Very Poor
Lucknow,2017-03-16,Moderate
Lucknow,2017-11-09,Severe
Lucknow,2020-06-26,Satisfactory
Gurugram,2018-01-13,Very Poor
Patna,2018-04-05,Moderate
Hyderabad,2015-10-19,Moderate
Shillong,2020-02-04,Satisfactory
Brajrajnagar,2019-04-12,Moderate
Mumbai,2019-12-11,Moderate
Mumbai,2018-09-20,Satisfactory
Chennai,2017-02-08,Moderate
Lucknow,2019-05-11,Poor
Jorapokhar,2018-09-05,Moderate
Mumbai,2019-11-27,Moderate
Bengaluru,2015-07-14,Poor
Visakhapatnam,2020-04-14,Satisfactory
Patna,2017-11-04,Poor
Amritsar,2017-11-09,Poor
Amritsar,2019-08-28,Satisfactory
Gurugram,2020-06-29,Moderate
Coimbatore,2019-11-13,Satisfactory
Ahmedabad,2015-04-13,Poor
Ernakulam,2020-03-03,Moderate
Jaipur,2017-07-03,Satisfactory
Kolkata,2019-08-16,Satisfactory
Amaravati,2020-06-10,Satisfactory
Ahmedabad,2015-06-05,Very Poor
Brajrajnagar,2018-05-02,Moderate
Gurugram,2020-03-06,Satisfactory
Gurugram,2019-06-30,Poor
Delhi,2019-09-10,Moderate
Jaipur,2019-10-04,Satisfactory
Chennai,2016-07-08,Moderate
Delhi,2019-02-27,Moderate
Ernakulam,2020-03-02,Satisfactory
Jaipur,2017-10-14,Poor
Chennai,2017-07-18,Satisfactory
Mumbai,2019-10-08,Moderate
Delhi,2018-07-02,Moderate
Delhi,2020-04-20,Moderate
Hyderabad,2019-12-29,Moderate
Patna,2016-02-22,Moderate
Gurugram,2017-01-28,Poor
Bengaluru,2017-09-15,Satisfactory
Visakhapatnam,2020-01-31,Moderate
Bengaluru,2018-10-09,Satisfactory
Bengaluru,2017-04-27,Satisfactory
Thiruvananthapuram,2017-09-28,Satisfactory
Jorapokhar,2019-12-17,Moderate
Patna,2019-07-06,Satisfactory
Bengaluru,2016-04-16,Moderate
Bengaluru,2017-07-03,Satisfactory
Guwahati,2020-06-19,Good
Ernakulam,2020-02-20,Moderate
Chennai,2015-11-05,Moderate
Hyderabad,2018-03-12,Satisfactory
Guwahati,2019-12-12,Poor
Ernakulam,2020-04-08,Satisfactory
Talcher,2019-09-19,Good
Lucknow,2017-10-24,Very Poor
Amritsar,2017-07-08,Moderate
Mumbai,2019-04-27,Satisfactory
Delhi,2018-12-23,Severe
Jaipur,2017-09-05,Moderate
Hyderabad,2016-11-03,Moderate
Shillong,2020-01-29,Moderate
Ahmedabad,2018-09-07,Severe
Jorapokhar,2018-03-20,Moderate
Visakhapatnam,2019-07-16,Moderate
Visakhapatnam,2018-02-18,Moderate
Chennai,2015-08-22,Moderate
Bengaluru,2019-10-16,Satisfactory
Amaravati,2019-04-09,Satisfactory
Delhi,2019-11-01,Severe
Ernakulam,2020-05-31,Satisfactory
Hyderabad,2017-12-14,Moderate
Jaipur,2019-05-14,Satisfactory
Chennai,2019-04-19,Satisfactory
Lucknow,2015-12-01,Severe
Jorapokhar,2020-01-29,Poor
Lucknow,2018-09-08,Satisfactory
Delhi,2018-11-10,Severe
Bengaluru,2018-09-18,Satisfactory
Bengaluru,2017-09-27,Satisfactory
Hyderabad,2016-10-12,Moderate
Kolkata,2019-09-18,Good
Ahmedabad,2019-09-16,Severe
Gurugram,2020-05-04,Satisfactory
Chennai,2020-03-31,Satisfactory
Lucknow,2020-02-22,Moderate
Shillong,2020-01-18,Satisfactory
Chennai,2017-02-23,Satisfactory
Chennai,2016-06-22,Satisfactory
Bengaluru,2019-12-01,Satisfactory
Guwahati,2020-02-19,Poor
Coimbatore,2020-03-15,Satisfactory
Bengaluru,2016-02-16,Satisfactory
Hyderabad,2015-07-21,Good
Kolkata,2019-04-21,Satisfactory
Amritsar,2020-06-27,Satisfactory
Jaipur,2019-12-20,Moderate
Lucknow,2020-03-25,Poor
Talcher,2018-10-19,Moderate
Jaipur,2017-09-19,Moderate
Chennai,2019-01-17,Moderate
Patna,2018-10-17,Poor
Amaravati,2020-01-06,Satisfactory
Delhi,2019-12-12,Severe
Thiruvananthapuram,2019-08-02,Satisfactory
Kolkata,2020-04-11,Satisfactory
Brajrajnagar,2018-05-18,Moderate
Ahmedabad,2015-10-02,Severe
Visakhapatnam,2018-04-20,Satisfactory
Thiruvananthapuram,2017-11-09,Satisfactory
Amaravati,2019-02-27,Satisfactory
Jaipur,2019-10-12,Moderate
Jorapokhar,2017-05-25,Moderate
Visakhapatnam,2018-01-04,Poor
Kolkata,2018-08-01,Satisfactory
Amritsar,2017-04-06,Satisfactory
Bengaluru,2018-03-30,Moderate
Lucknow,2015-11-29,Severe
Amritsar,2017-03-11,Satisfactory
Gurugram,2016-11-26,Poor
Delhi,2020-05-01,Moderate
Guwahati,2019-05-31,Satisfactory
Patna,2020-05-27,Moderate
Jorapokhar,2018-12-27,Severe
Hyderabad,2019-01-13,Moderate
Visakhapatnam,2018-03-14,Moderate
Jaipur,2017-06-25,Satisfactory
Patna,2019-12-13,Very Poor
Hyderabad,2016-02-16,Moderate
Patna,2020-03-20,Moderate
Delhi,2019-03-22,Moderate
Patna,2019-03-01,Moderate
Delhi,2017-01-13,Severe
Chennai,2018-06-16,Moderate
Brajrajnagar,2018-08-30,Satisfactory
Jaipur,2018-06-23,Moderate
Bengaluru,2015-08-25,Moderate
Bengaluru,2018-08-15,Satisfactory
Patna,2020-05-21,Moderate
Hyderabad,2019-02-07,Moderate
Lucknow,2019-06-16,Moderate
Jorapokhar,2019-01-04,Severe
Bengaluru,2018-01-31,Moderate
Gurugram,2018-10-01,Moderate
Chennai,2016-04-30,Moderate
Bengaluru,2016-10-19,Satisfactory
Lucknow,2017-01-14,Severe
Hyderabad,2015-11-28,Moderate
Delhi,2015-07-31,Moderate
Bengaluru,2019-06-09,Satisfactory
Gurugram,2016-06-17,Satisfactory
Gurugram,2018-01-22,Very Poor
Chennai,2019-05-18,Satisfactory
Kolkata,2019-05-23,Satisfactory
Patna,2017-12-07,Severe
Thiruvananthapuram,2017-08-20,Satisfactory
Mumbai,2018-10-17,Moderate
Bengaluru,2019-11-27,Satisfactory
Chennai,2017-03-15,Satisfactory
Ahmedabad,2018-06-16,Severe
Bengaluru,2017-03-16,Satisfactory
Ahmedabad,2019-03-23,Severe
Chennai,2016-05-25,Moderate
Visakhapatnam,2019-03-23,Moderate
Bengaluru,2018-06-25,Satisfactory
Lucknow,2019-04-10,Moderate
Amaravati,2019-11-17,Moderate
Bhopal,2019-11-18,Moderate
Coimbatore,2020-05-17,Good
Delhi,2015-09-07,Moderate
Patna,2016-01-04,Severe
Chennai,2017-03-04,Satisfactory
Delhi,2019-02-03,Very Poor
Patna,2020-06-05,Satisfactory
Chennai,2017-11-19,Satisfactory
Coimbatore,2019-10-09,Satisfactory
Delhi,2020-06-11,Moderate
Bengaluru,2016-06-28,Moderate
Coimbatore,2020-01-15,Satisfactory
Hyderabad,2016-02-28,Satisfactory
Chennai,2018-05-15,Satisfactory
Kolkata,2019-07-05,Satisfactory
Delhi,2015-11-08,Severe
Amaravati,2020-01-07,Moderate
Patna,2016-03-14,Moderate
Chandigarh,2020-02-26,Satisfactory
Chennai,2015-05-07,Moderate
Jaipur,2019-12-29,Moderate
Jorapokhar,2018-11-22,Very Poor
Lucknow,2016-10-19,Very Poor
Lucknow,2018-02-21,Very Poor
Thiruvananthapuram,2020-03-26,Satisfactory
Bengaluru,2018-05-18,Satisfactory
Chandigarh,2020-02-08,Satisfactory
Hyderabad,2019-02-27,Moderate
Jaipur,2018-06-28,Moderate
Shillong,2020-06-21,Good
Chandigarh,2019-11-07,Satisfactory
Ahmedabad,2019-07-14,Severe
Gurugram,2019-07-11,Poor
Amaravati,2019-10-13,Good
Chennai,2019-03-10,Satisfactory
Gurugram,2019-06-03,Poor
Patna,2016-03-29,Moderate
Gurugram,2016-10-14,Satisfactory
Hyderabad,2015-11-20,Satisfactory
Delhi,2018-02-24,Very Poor
Delhi,2020-05-28,Moderate
Talcher,2018-03-26,Moderate
Guwahati,2019-04-06,Satisfactory
Delhi,2015-04-08,Very Poor
Hyderabad,2016-02-10,Moderate
Amritsar,2018-05-08,Satisfactory
Amaravati,2018-03-11,Satisfactory
Chennai,2016-04-04,Moderate
Thiruvananthapuram,2020-01-08,Satisfactory
Thiruvananthapuram,2018-06-28,Satisfactory
Hyderabad,2016-03-06,Moderate
Lucknow,2020-05-16,Moderate
Lucknow,2019-10-10,Moderate
Hyderabad,2019-03-19,Satisfactory
Visakhapatnam,2017-03-05,Satisfactory
Patna,2020-01-08,Very Poor
Lucknow,2015-06-30,Moderate
Kolkata,2019-08-04,Satisfactory
Gurugram,2019-05-07,Poor
Hyderabad,2019-10-31,Satisfactory
Chennai,2015-11-28,Moderate
Amaravati,2019-03-20,Satisfactory
Jaipur,2018-08-16,Moderate
Coimbatore,2020-06-23,Good
Thiruvananthapuram,2018-05-30,Satisfactory
Jorapokhar,2020-06-22,Moderate
Thiruvananthapuram,2017-09-09,Satisfactory
Ahmedabad,2018-01-30,Severe
Coimbatore,2019-11-25,Satisfactory
Kolkata,2018-12-27,Very Poor
Hyderabad,2016-05-09,Moderate
Amaravati,2020-06-30,Satisfactory
Hyderabad,2018-09-01,Satisfactory
Thiruvananthapuram,2018-11-10,Satisfactory
Mumbai,2019-04-23,Satisfactory
Patna,2020-02-29,Poor
Gurugram,2016-09-11,Satisfactory
Lucknow,2015-03-31,Moderate
Bengaluru,2019-10-25,Satisfactory
Bengaluru,2019-07-07,Satisfactory
Delhi,2019-04-14,Moderate
Gurugram,2018-09-30,Poor
Hyderabad,2015-08-15,Moderate
Chennai,2018-04-19,Satisfactory
Lucknow,2017-11-22,Very Poor
Ahmedabad,2020-05-05,Moderate
Patna,2015-12-05,Severe
Hyderabad,2020-06-19,Good
Jorapokhar,2017-06-11,Moderate
Patna,2018-05-06,Moderate
Bengaluru,2020-03-09,Satisfactory
Ahmedabad,2018-01-14,Severe
Jorapokhar,2020-06-18,Satisfactory
Brajrajnagar,2019-06-28,Satisfactory
Patna,2016-01-18,Very Poor
Hyderabad,2020-06-26,Satisfactory
Thiruvananthapuram,2020-02-06,Satisfactory
Ahmedabad,2019-12-17,Poor
Patna,2018-11-03,Very Poor
Chennai,2018-11-10,Moderate
Amaravati,2020-02-05,Satisfactory
Gurugram,2018-11-12,Very Poor
Delhi,2017-04-05,Poor
Hyderabad,2019-04-27,Moderate
Mumbai,2020-02-26,Moderate
Kolkata,2020-02-14,Poor
Thiruvananthapuram,2019-12-01,Satisfactory
Amritsar,2019-05-23,Moderate
Guwahati,2019-11-16,Moderate
Jaipur,2018-02-05,Moderate
Amritsar,2019-06-04,Moderate
Hyderabad,2016-12-12,Moderate
Chennai,2016-03-24,Moderate
Chennai,2015-04-11,Moderate
Lucknow,2017-05-22,Very Poor
Chennai,2020-04-14,Satisfactory
Talcher,2018-10-15,Good
Jorapokhar,2020-04-22,Satisfactory
Hyderabad,2019-09-26,Satisfactory
Brajrajnagar,2019-12-10,Moderate
Brajrajnagar,2019-06-30,Moderate
Chennai,2018-08-06,Moderate
Bhopal,2020-05-09,Satisfactory
Jaipur,2018-12-30,Poor
Visakhapatnam,2017-11-09,Satisfactory
Bengaluru,2016-03-22,Moderate
Amritsar,2018-10-24,Moderate
Brajrajnagar,2018-11-03,Moderate
Amritsar,2019-08-27,Satisfactory
Delhi,2016-08-07,Moderate
Jorapokhar,2020-05-22,Moderate
Hyderabad,2016-01-12,Poor
Lucknow,2016-04-13,Poor
Amritsar,2019-08-24,Satisfactory
Bengaluru,2015-03-28,Moderate
Gurugram,2016-08-05,Good
Jaipur,2017-12-08,Moderate
Mumbai,2018-05-10,Satisfactory
Delhi,2017-03-01,Very Poor
Delhi,2015-07-13,Moderate
Lucknow,2019-02-15,Very Poor
Jaipur,2019-09-19,Satisfactory
Kolkata,2019-04-23,Satisfactory
Delhi,2018-01-05,Very Poor
Ahmedabad,2016-08-13,Poor
Chennai,2016-11-29,Poor
Lucknow,2016-01-15,Very Poor
Gurugram,2020-06-14,Moderate
Lucknow,2015-06-03,Moderate
Ahmedabad,2020-05-11,Moderate
Jaipur,2020-06-21,Satisfactory
Chennai,2017-07-17,Satisfactory
Aizawl,2020-04-03,Satisfactory
Chennai,2019-12-06,Moderate
Hyderabad,2015-07-17,Satisfactory
Kolkata,2019-06-29,Satisfactory
Bengaluru,2016-02-22,Moderate
Mumbai,2018-05-26,Satisfactory
Gurugram,2019-09-08,Satisfactory
Delhi,2017-05-28,Moderate
Gurugram,2017-06-25,Very Poor
Coimbatore,2020-06-01,Satisfactory
Lucknow,2018-07-29,Satisfactory
Bengaluru,2015-06-18,Good
Delhi,2018-08-31,Moderate
Lucknow,2017-09-03,Satisfactory
Chennai,2016-04-13,Moderate
Visakhapatnam,2016-10-22,Moderate
Chennai,2015-10-02,Moderate
Shillong,2019-09-13,Good
Jorapokhar,2018-11-07,Very Poor
Patna,2016-01-05,Severe
Bengaluru,2018-04-08,Moderate
Delhi,2016-05-06,Moderate
Delhi,2015-02-01,Very Poor
Kolkata,2018-12-05,Very Poor
Lucknow,2017-05-25,Very Poor
Visakhapatnam,2016-07-19,Moderate
Delhi,2019-12-19,Very Poor
Hyderabad,2019-12-18,Moderate
Talcher,2019-12-08,Poor
Bengaluru,2016-07-27,Good
Amritsar,2018-09-05,Satisfactory
Gurugram,2016-06-08,Moderate
Delhi,2019-12-31,Severe
Chennai,2016-06-02,Moderate
Hyderabad,2019-10-25,Satisfactory
Guwahati,2020-01-25,Very Poor
Delhi,2018-12-22,Severe
Delhi,2020-02-16,Poor
Jaipur,2018-04-26,Moderate
Visakhapatnam,2016-12-23,Moderate
Gurugram,2017-12-17,Moderate
Amritsar,2020-01-19,Moderate
Gurugram,2018-06-14,Severe
Ahmedabad,2016-10-27,Very Poor
Guwahati,2020-04-13,Moderate
Talcher,2020-05-09,Poor
Patna,2018-04-26,Moderate
Bengaluru,2017-05-14,Moderate
Kolkata,2018-07-07,Satisfactory
Shillong,2020-03-01,Satisfactory
Amaravati,2018-01-19,Moderate
Guwahati,2020-03-12,Poor
Bengaluru,2016-03-17,Moderate
Bengaluru,2017-06-07,Good
Thiruvananthapuram,2018-12-20,Moderate
Bengaluru,2015-09-19,Moderate
Brajrajnagar,2018-06-20,Moderate
Delhi,2018-05-11,Poor
Amaravati,2018-07-16,Good
Mumbai,2020-04-19,Satisfactory
Hyderabad,2016-12-07,Moderate
Bengaluru,2016-08-13,Good
Delhi,2020-06-28,Moderate
Talcher,2020-05-05,Moderate
Visakhapatnam,2016-12-16,Moderate
Lucknow,2019-05-16,Poor
Bengaluru,2019-12-05,Satisfactory
Bengaluru,2017-06-10,Satisfactory
Amaravati,2018-03-07,Satisfactory
Chennai,2016-01-13,Moderate
Talcher,2019-02-26,Moderate
Delhi,2018-07-11,Moderate
Lucknow,2018-03-27,Moderate
Delhi,2016-05-26,Very Poor
Delhi,2016-09-09,Very Poor
Lucknow,2019-06-05,Moderate
Ahmedabad,2019-09-22,Very Poor
Amritsar,2018-09-11,Good
Visakhapatnam,2018-01-23,Poor
Visakhapatnam,2017-01-04,Moderate
Patna,2018-06-25,Moderate
Brajrajnagar,2018-02-19,Very Poor
Delhi,2015-07-09,Poor
Patna,2018-03-31,Moderate
